Nazwa kierunku,Poziom kształcenia,Profil kształcenia,Tytuł zawodowy,Forma kształcenia,Dyscyplina (Obszar/Dziedzina),Instytucja/jednostka
Informatyka stosowana,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),"Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy; Wydział Telekomunikacji, Informatyki i Elektrotechniki"
Informatyka stosowana,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)","Uniwersytet Śląski w Katowicach; Wydział Matematyki, Fizyki i Chemii"
Informatyka stosowana,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)
telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)","Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy; Wydział Telekomunikacji, Informatyki i Elektrotechniki"
Informatyka stosowana - k. unikatowy,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,"nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Uniwersytet Ekonomiczny w Krakowie; Wydział Zarządzania
Informatyka stosowana - k. unikatowy,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,"nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Uniwersytet Ekonomiczny w Krakowie; Wydział Zarządzania
Informatyka stosowana - k. unikatowy,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Ekonomiczny w Krakowie; Wydział Zarządzania
Informatyka stosowana - k. unikatowy,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych),Uniwersytet Ekonomiczny w Krakowie; Wydział Zarządzania
Informatyka stosowana i systemy pomiarowe,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,fizyka (Obszar nauk ścisłych/dziedzina nauk fizycznych),Uniwersytet Wrocławski; Wydział Fizyki i Astronomii
"Informatyka, studia inżynierskie",Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,"matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
fizyka (Obszar nauk ścisłych/dziedzina nauk fizycznych)",Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
"Informatyka, studia inżynierskie",Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,"matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
fizyka (Obszar nauk ścisłych/dziedzina nauk fizycznych)",Uniwersytet Łódzki; Wydział Fizyki i Informatyki Stosowanej
Informatyka w biznesie,Pierwszego stopnia,Praktyczny,Licencjat lub inny równorzędny,Niestacjonarne,"nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)","Wyższa Szkoła Bankowa w Toruniu; Wydział Finansów i Zarządzania w Bydgoszczy
Wyższa Szkoła Bankowa w Toruniu; Wydział Finansów i Zarządzania w Toruniu"
Informatyka w biznesie,Pierwszego stopnia,Praktyczny,Licencjat lub inny równorzędny,Stacjonarne,"nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)","Wyższa Szkoła Bankowa w Toruniu; Wydział Finansów i Zarządzania w Bydgoszczy
Wyższa Szkoła Bankowa w Toruniu; Wydział Finansów i Zarządzania w Toruniu"
Informatyka w biznesie,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)","Wyższa Szkoła Bankowa w Toruniu; Wydział Finansów i Zarządzania w Bydgoszczy
Wyższa Szkoła Bankowa w Toruniu; Wydział Finansów i Zarządzania w Toruniu"
Informatyka w biznesie - k. unikatowy,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,"Uniwersytet Ekonomiczny we Wrocławiu; Wydział Zarządzania, Informatyki i Finansów"
Informatyka w biznesie - k. unikatowy,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych),"Uniwersytet Ekonomiczny we Wrocławiu; Wydział Zarządzania, Informatyki i Finansów"
Informatyka w biznesie - k. unikatowy,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych),"Uniwersytet Ekonomiczny we Wrocławiu; Wydział Zarządzania, Informatyki i Finansów"
Informatyka w biznesie - k. unikatowy,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,"Uniwersytet Ekonomiczny we Wrocławiu; Wydział Zarządzania, Informatyki i Finansów"
Informatyka w biznesie - k. unikatowy,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Niestacjonarne,nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych),"Uniwersytet Ekonomiczny we Wrocławiu; Wydział Zarządzania, Informatyki i Finansów"
Informatyka w biznesie - k. unikatowy,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych),"Uniwersytet Ekonomiczny we Wrocławiu; Wydział Zarządzania, Informatyki i Finansów"
Informatyka w biznesie i administracji,Pierwszego stopnia,Praktyczny,Licencjat lub inny równorzędny,Stacjonarne,"nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
finanse (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Państwowa Wyższa Szkoła Zawodowa w Wałczu
Informatyka w języku angielskim,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Uniwersytet Łódzki; Wydział Matematyki i Informatyki
Informatyka w medycynie,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
medycyna (Obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej/dziedzina nauk medycznych)",Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego; Wydział Cybernetyki
"Makrokierunek - automatyka i robot.,elektronika i telekom., informatyka",Pierwszego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
"Makrokierunek - automatyka i robot.,elektronika i telekom., informatyka",Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
automatyka i robotyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)","Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
"Makrokierunek - automatyka i robot.,elektronika i telekom., informatyka",Drugiego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
"Makrokierunek - automatyka i robot.,elektronika i telekom., informatyka",Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
automatyka i robotyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)","Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
Makrokierunek - bioinformatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Politechnika Poznańska; Wydział Informatyki
Makrokierunek - bioinformatyka,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,"biologia (Obszar nauk przyrodniczych/dziedzina nauk biologicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Poznańska; Wydział Informatyki
Makrokierunek - bioinformatyka,Drugiego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Politechnika Poznańska; Wydział Informatyki
Makrokierunek - bioinformatyka,Drugiego stopnia,Ogólnoakademicki,Magister lub inny równorzędny,Stacjonarne,"biologia (Obszar nauk przyrodniczych/dziedzina nauk biologicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Poznańska; Wydział Informatyki
Makrokierunek - bioinformatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Biologii
Makrokierunek - bioinformatyka,Drugiego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Biologii
"Makrokierunek - elektronika, informatyka i telekomunikacja",Pierwszego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Politechnika Warszawska; Wydział Elektroniki i Technik Informacyjnych
"Makrokierunek - elektronika, informatyka i telekomunikacja",Drugiego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Politechnika Warszawska; Wydział Elektroniki i Technik Informacyjnych
"Makrokierunek - elektronika, informatyka i telekomunikacja",Jednolite magisterskie,Nieokreślony,Nieokreślony,Stacjonarne,,Politechnika Warszawska; Wydział Elektroniki i Technik Informacyjnych
Makrokierunek - informatyka przemysłowa,Pierwszego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Politechnika Śląska; Wydział Inżynierii Materiałowej i Metalurgii
Makrokierunek - informatyka przemysłowa,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria materiałowa (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Śląska; Wydział Inżynierii Materiałowej i Metalurgii
Makrokierunek - informatyka przemysłowa,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria materiałowa (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Śląska; Wydział Inżynierii Materiałowej i Metalurgii
Makrokierunek - informatyka przemysłowa,Drugiego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Śląska; Wydział Inżynierii Materiałowej i Metalurgii
Makrokierunek - informatyka przemysłowa,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria materiałowa (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Śląska; Wydział Inżynierii Materiałowej i Metalurgii
Makrokierunek - informatyka przemysłowa,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria materiałowa (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Śląska; Wydział Inżynierii Materiałowej i Metalurgii
Makrokierunek - informatyka stosowana z komputerową nauką o materiałach,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Śląska; Wydział Mechaniczny Technologiczny
Makrokierunek - informatyka stosowana z komputerową nauką o materiałach,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
budowa i eksploatacja maszyn (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria materiałowa (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria produkcji (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Śląska; Wydział Mechaniczny Technologiczny
Makrokierunek - informatyka stosowana z komputerową nauką o materiałach,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
budowa i eksploatacja maszyn (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria materiałowa (Obszar nauk technicznych/dziedzina nauk technicznych)
inżynieria produkcji (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Śląska; Wydział Mechaniczny Technologiczny
Makrokierunek - informatyka stosowana z komputerową nauką o materiałach,Drugiego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Politechnika Śląska; Wydział Mechaniczny Technologiczny
Teleinformatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)","Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
Teleinformatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Zachodniopomorski Uniwersytet Technologiczny w Szczecinie; Wydział Elektryczny
Teleinformatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)",Zachodniopomorski Uniwersytet Technologiczny w Szczecinie; Wydział Elektryczny
Teleinformatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych),"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Informatyki, Elektroniki i Telekomunikacji"
Teleinformatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,"telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Informatyki, Elektroniki i Telekomunikacji"
Teleinformatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
automatyka i robotyka (Obszar nauk technicznych/dziedzina nauk technicznych)
telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)",Zachodniopomorski Uniwersytet Technologiczny w Szczecinie; Wydział Elektryczny
Teleinformatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Poznańska; Wydział Elektroniki i Telekomunikacji
Teleinformatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)","Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
Teleinformatyka - k. unikatowy,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,"Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy; Wydział Telekomunikacji, Informatyki i Elektrotechniki"
Teleinformatyka - k. unikatowy,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)","Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy; Wydział Telekomunikacji, Informatyki i Elektrotechniki"
Teleinformatyka - k. unikatowy,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,"telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)","Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy; Wydział Telekomunikacji, Informatyki i Elektrotechniki"
Teleinformatyka - k. unikatowy,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Politechnika Wrocławska; Wydział Elektroniki
Teleinformatyka - k. unikatowy,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Wrocławska; Wydział Elektroniki
Teleinformatyka - k. unikatowy,Drugiego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Politechnika Wrocławska; Wydział Elektroniki
Teleinformatyka - k. unikatowy,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,"telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)",Politechnika Wrocławska; Wydział Elektroniki
